제품명,브랜드,AI여부,CPU브랜드,CPU등급,그래픽,RAM(GB),배터리용량,무게(kg),화면크기(인치),가격,리뷰수,용도,용도_게임용,용도_그래픽작업용,용도_사무,용도_휴대용,has_rating,별점,외장그래픽,등록일,등록_경과월,Cluster,OS_프리도스,OS_윈도우11,OS_macOS
삼성전자 갤럭시북6 프로 NT960XJG-KD72S,삼성전자,1,인텔,7,내장,32.0,78.07,1.59,16.0,3519550,3,사무,0,0,1,0,1,5.0,0,26.01.,2,4,0,1,0
삼성전자 갤럭시북6 프로 NT940XJG-KD72S,삼성전자,1,인텔,7,내장,32.0,67.18,1.24,14.0,3331010,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
삼성전자 갤럭시북5 NT750XHW-A51A,삼성전자,1,인텔,5,내장,16.0,61.2,1.55,15.6,1449000,0,사무,0,0,1,0,0,0.0,0,25.12.,3,1,1,0,0
HP 오멘 16-am0233TX,HP,1,인텔,7,외장,32.0,83.0,2.43,16.0,2688890,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.06.,9,0,0,1,0
삼성전자 갤럭시북6 울트라 NT960UJH-XC72Y,삼성전자,1,인텔,7,외장,32.0,80.2,1.89,16.0,4388890,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,26.01.,2,0,0,1,0
ASUS 젠북 S 14 UX5406SA-PV070W,ASUS,1,인텔,7,내장,32.0,72.0,1.2,14.0,2098000,19,사무,0,0,1,0,1,4.9,0,24.10.,17,4,0,1,0
LG전자 2026 그램14 14ZD95U-GX5WK,LG전자,1,AMD,5,내장,16.0,72.0,1.12,14.0,1778790,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,1,0,0
ASUS TUF Gaming F16 FX608JMR-QT040 32GB램,ASUS,0,인텔,7,외장,32.0,90.0,2.2,16.0,2286000,4,"게임용 , 그래픽작업용",1,1,0,0,1,4.0,1,25.06.,9,3,1,0,0
레노버 씽크북 16IAL G8 U7 3K AI 32GB램,레노버,1,인텔,7,내장,32.0,71.0,1.7,16.0,1898000,0,사무,0,0,1,0,0,0.0,0,25.04.,11,1,1,0,0
에이서 프레데터 헬리오스 네오 16 AI PHN16-73-9581,에이서,1,인텔,9,외장,32.0,90.0,2.45,16.0,2489000,1,"게임용 , 그래픽작업용",1,1,0,0,1,4.0,1,25.07.,8,0,0,1,0
LG전자 2025 그램16 16ZD90TL-GX56K WIN11,LG전자,1,인텔,5,내장,16.0,77.0,1.24,16.0,1931000,1,사무,0,0,1,0,1,5.0,0,25.08.,7,4,0,1,0
ASUS TUF Gaming A14 FA401UM-RG007 WIN11,ASUS,1,AMD,7,외장,32.0,73.0,1.46,14.0,2170400,3,"게임용 , 그래픽작업용 , 휴대용",1,1,0,1,1,5.0,1,25.06.,9,0,0,1,0
레노버 씽크북 14IAL G8 U7 AI 32GB램,레노버,1,인텔,7,내장,32.0,60.0,1.36,14.0,1629000,0,사무,0,0,1,0,0,0.0,0,25.04.,11,1,1,0,0
HP 오멘 16-wf1037TX,HP,0,인텔,7,외장,32.0,83.0,2.39,16.1,2197000,2,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,24.01.,26,2,0,1,0
ASUS TUF Gaming A18 FA808UM-S8031 WIN11 32GB램,ASUS,1,AMD,7,외장,32.0,90.0,2.6,18.0,2521590,1,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,25.05.,10,0,0,1,0
삼성전자 갤럭시북5 프로H NT965XHW-A71AR WIN11,삼성전자,1,인텔,7,내장,32.0,76.1,1.56,16.0,2699990,1,사무,0,0,1,0,1,4.0,0,25.02.,13,4,0,1,0
삼성전자 갤럭시북5 프로 NT940XHZ-A72A WIN11,삼성전자,1,인텔,7,내장,32.0,63.0,1.23,14.0,2647000,0,사무,0,0,1,0,0,0.0,0,25.12.,3,1,0,1,0
삼성전자 갤럭시북5 프로H NT965XHW-A71AR,삼성전자,1,인텔,7,내장,32.0,76.1,1.56,16.0,2628040,1,사무,0,0,1,0,1,5.0,0,25.02.,13,4,1,0,0
HP 오멘 슬림 16-an0023TX WIN11 32GB램,HP,1,인텔,7,외장,32.0,70.0,2.42,16.0,2296000,1,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,25.10.,5,0,0,1,0
LG전자 2025 그램 프로17 17Z90TP-GA5CK,LG전자,1,인텔,5,내장,16.0,90.0,1.369,17.0,2164130,4,사무,0,0,1,0,1,5.0,0,25.01.,14,4,0,1,0
"APPLE 맥북프로14 M4프로 14코어 CPU, 20코어 GPU 블랙",APPLE,1,APPLE,9,내장,24.0,72.4,1.6,14.2,3306520,74,그래픽작업용,0,1,0,0,1,4.9,0,24.11.,16,4,0,0,1
ASUS TUF Gaming F16 FX608JPR-QT035,ASUS,0,인텔,7,외장,16.0,90.0,2.2,16.0,2158680,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.06.,9,3,1,0,0
HP 오멘 16-ap0113AX,HP,1,AMD,9,외장,32.0,70.0,2.45,16.0,2490300,1,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,25.06.,9,0,0,1,0
LG전자 2026 그램 프로17 17ZD90U-GX5BK,LG전자,1,인텔,5,내장,16.0,77.0,1.37,17.0,2398890,0,사무,0,0,1,0,0,0.0,0,26.02.,1,1,1,0,0
레노버 요가 7 2in1 14ILL10 83JQ003PKR,레노버,1,인텔,7,내장,32.0,70.0,1.38,14.0,1968000,2,사무,0,0,1,0,1,5.0,0,25.03.,12,4,0,1,0
HP Z북 X G1i 16 B4YS4AV-4N,HP,1,인텔,7,외장,16.0,83.0,2.04,16.0,3248990,0,그래픽작업용,0,1,0,0,0,0.0,1,25.09.,6,0,0,1,0
LG전자 2025 그램 프로17 17Z90TR-ED7WK,LG전자,1,인텔,7,외장,32.0,90.0,1.48,17.0,3538260,178,"게임용 , 그래픽작업용 , 휴대용",1,1,0,1,1,4.8,1,25.08.,7,0,0,1,0
ASUS TUF Gaming A16 FA608UH-RV039 WIN11,ASUS,1,AMD,7,외장,16.0,90.0,2.2,16.0,1674930,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.06.,9,0,0,1,0
삼성전자 갤럭시북5 프로 NT940XHA-KD72S,삼성전자,1,인텔,7,내장,32.0,63.0,1.23,14.0,2525470,1,사무,0,0,1,0,1,5.0,0,25.01.,14,4,0,1,0
LG전자 2025 그램 프로16 16Z90TP-GA5HK,LG전자,1,인텔,5,내장,16.0,77.0,1.199,16.0,2179010,6,사무,0,0,1,0,1,4.5,0,25.01.,14,4,0,1,0
레노버 씽크북 16IAL G8 U7 AI WIN11,레노버,1,인텔,7,내장,16.0,71.0,1.7,16.0,1439000,0,사무,0,0,1,0,0,0.0,0,25.04.,11,1,0,1,0
에이서 프레데터 헬리오스 네오 16S 슬림 AI PHN16S-71-99SN,에이서,1,인텔,9,외장,32.0,76.0,2.15,16.0,2887000,4,"게임용 , 그래픽작업용",1,1,0,0,1,4.5,1,25.07.,8,0,0,1,0
HP 오멘 슬림 16-an0022TX 32GB램,HP,1,인텔,7,외장,32.0,70.0,2.42,16.0,2367000,1,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,25.10.,5,0,0,1,0
ASUS Gaming V16 V3607VM-RP006 WIN11,ASUS,0,인텔,7,외장,16.0,63.0,1.95,16.0,1749000,0,게임용,1,0,0,0,0,0.0,1,25.05.,10,2,0,1,0
레노버 LEGION 5 15IRX10 i7 5060 W11P 32GB램,레노버,0,인텔,7,외장,32.0,80.0,1.9,15.1,2646000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.08.,7,2,0,1,0
ASUS TUF Gaming A16 FA608UH-RV039 WIN11 32GB램,ASUS,1,AMD,7,외장,32.0,90.0,2.2,16.0,1975550,2,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,25.06.,9,0,0,1,0
ASUS 비보북 프로 15 OLED N6506CU-MA022 WIN11,ASUS,1,인텔,7,외장,16.0,75.0,1.8,15.6,1893000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.02.,13,0,0,1,0
레노버 아이디어패드 Slim5 14AKP10 83HX003XKR,레노버,1,AMD,7,내장,32.0,60.0,1.39,14.0,1479000,0,사무,0,0,1,0,0,0.0,0,25.03.,12,1,0,1,0
HP 오멘 16-wf1038TX,HP,0,인텔,5,외장,32.0,83.0,2.39,16.1,1910000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,24.01.,26,2,0,1,0
HP 오멘 16-ap0097AX WIN11,HP,0,AMD,9,외장,32.0,83.0,2.35,16.0,2378770,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.06.,9,2,0,1,0
레노버 LEGION 5 15AHP10 83M0007NKR WIN11 32GB램,레노버,1,AMD,7,외장,32.0,80.0,1.9,15.1,2243470,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.12.,3,0,0,1,0
삼성전자 갤럭시북4 프로 NT960XGQ-A52A,삼성전자,1,인텔,5,내장,32.0,76.0,1.56,16.0,2109370,4,사무,0,0,1,0,1,5.0,0,24.01.,26,4,1,0,0
LG전자 2024 그램17 17Z90S-GA5PK,LG전자,1,인텔,5,내장,16.0,77.0,1.35,17.0,1732310,5,사무,0,0,1,0,1,5.0,0,24.05.,22,4,0,1,0
레노버 LEGION 5 15IRX10 i7 5060 32GB램,레노버,0,인텔,7,외장,32.0,80.0,1.9,15.1,2339000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.08.,7,3,1,0,0
레노버 LEGION 5 15AHP10 83M0007NKR,레노버,1,AMD,7,외장,16.0,80.0,1.9,15.1,1878120,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.12.,3,5,1,0,0
삼성전자 갤럭시북4 프로360 NT960QGK-KC71S,삼성전자,1,인텔,7,내장,16.0,76.0,1.66,16.0,2177770,0,사무,0,0,1,0,0,0.0,0,24.01.,26,1,0,1,0
에이서 니트로 16S AI AN16S-61-R96T WIN11,에이서,1,AMD,7,외장,32.0,76.0,2.18,16.0,2476000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.09.,6,0,0,1,0
삼성전자 갤럭시북3 프로 NT960XFG-KD72G,삼성전자,0,인텔,7,내장,32.0,76.0,1.56,16.0,1844240,68,사무,0,0,1,0,1,4.8,0,23.02.,37,4,0,1,0
레노버 LEGION 5 15AHP10 83M0007NKR 32GB램,레노버,1,AMD,7,외장,32.0,80.0,1.9,15.1,2217760,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.12.,3,5,1,0,0
LG전자 2025 그램14 14Z90T-GA5JK,LG전자,1,인텔,5,내장,16.0,72.0,1.12,14.0,1742460,1,사무,0,0,1,0,1,5.0,0,25.01.,14,4,0,1,0
ASUS TUF Gaming F16 FX608JHR-RV107W,ASUS,0,인텔,5,외장,16.0,90.0,2.2,16.0,1802790,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.11.,4,2,0,1,0
LG전자 2025 그램16 16Z90T-GA5SK,LG전자,1,인텔,5,내장,16.0,77.0,1.12,16.0,2049380,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
HP 오멘 16 슬림 u0038TX,HP,0,인텔,7,외장,32.0,70.0,2.09,16.0,2285000,26,"게임용 , 그래픽작업용",1,1,0,0,1,4.8,1,23.05.,34,2,0,1,0
삼성전자 갤럭시북5 NT750XHD-KC58G,삼성전자,1,인텔,5,내장,8.0,61.2,1.55,15.6,1576330,0,사무,0,0,1,0,0,0.0,0,25.07.,8,1,0,1,0
레노버 씽크패드 P16s Gen4 21QRS00000,레노버,1,AMD,7,내장,32.0,86.0,1.71,16.0,2422642,0,사무,0,0,1,0,0,0.0,0,25.07.,8,1,0,1,0
레노버 요가 Slim 7i 14IMH9 83CV0037KR,레노버,1,인텔,7,내장,16.0,65.0,1.43,14.0,1257990,0,사무,0,0,1,0,0,0.0,0,24.03.,24,1,1,0,0
LG전자 2024 그램14 14ZD90S-GX5VK,LG전자,1,인텔,5,내장,16.0,72.0,1.12,14.0,1540000,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,1,0,0
LG전자 2024 그램17 17ZD90S-GX5VK,LG전자,1,인텔,5,내장,16.0,77.0,1.35,17.0,1837030,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,1,0,0
ASUS 비보북 S 16 M3607HA-RP025 WIN11 32GB램,ASUS,0,AMD,5,내장,32.0,70.0,1.7,16.0,1314020,0,사무,0,0,1,0,0,0.0,0,25.04.,11,1,0,1,0
ASUS 젠북 듀오 UX482EA-HY109T,ASUS,0,인텔,7,내장,16.0,70.0,1.57,14.0,4680000,0,사무,0,0,1,0,0,0.0,0,21.02.,61,1,0,0,0
HP 250 G10 B64JJAT WIN11 32GB램,HP,0,인텔,5,내장,32.0,41.0,1.52,15.6,1059000,0,사무,0,0,1,0,0,0.0,0,25.03.,12,1,0,1,0
ASUS TUF Gaming A18 FA808UH-S8030 WIN11,ASUS,1,AMD,7,외장,16.0,90.0,2.6,18.0,1920000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.06.,9,0,0,1,0
ASUS 비보북 16 M1605YA-MB607 WIN11 16GB램,ASUS,0,AMD,5,내장,16.0,42.0,1.88,16.0,928890,3,사무,0,0,1,0,1,4.3,0,24.06.,21,4,0,1,0
삼성전자 갤럭시북4 NT750XGR-A31A WIN11,삼성전자,0,인텔,3,내장,16.0,54.0,1.55,15.6,1186990,0,사무,0,0,1,0,0,0.0,0,24.04.,23,1,0,1,0
삼성전자 갤럭시북5 NT750XHD-KC51S,삼성전자,1,인텔,5,내장,16.0,61.2,1.55,15.6,1659890,2,사무,0,0,1,0,1,5.0,0,25.07.,8,4,0,1,0
ASUS 비보북 S 16 M3607KA-SH035W 32GB램,ASUS,1,AMD,7,내장,32.0,70.0,1.7,16.0,1709000,0,사무,0,0,1,0,0,0.0,0,25.08.,7,1,0,1,0
ASUS 젠북 S 13 OLED UX5304MA-NQ090W,ASUS,1,인텔,7,내장,16.0,63.0,1.0,13.3,1598000,0,사무,0,0,1,0,0,0.0,0,24.04.,23,1,0,1,0
ASUS ROG STRIX G16 G614FR-S5122 32GB램,ASUS,0,AMD,7,외장,32.0,90.0,2.5,16.0,3750000,2,"게임용 , 그래픽작업용",1,1,0,0,1,3.0,1,25.04.,11,3,1,0,0
HP 프로북 455 G10 WIN11 16GB램,HP,0,AMD,5,내장,16.0,51.0,1.67,15.6,798890,0,사무,0,0,1,0,0,0.0,0,24.01.,26,1,0,1,0
ASUS 비보북 S 16 M5606KA-RI083 WIN11,ASUS,1,AMD,5,내장,16.0,75.0,1.5,16.0,1489890,0,사무,0,0,1,0,0,0.0,0,25.03.,12,1,0,1,0
HP 빅터스 15-fb3064AX,HP,1,AMD,9,외장,16.0,70.0,2.29,15.6,1629130,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.04.,11,0,0,1,0
"APPLE 맥북에어13 M2 8코어 CPU, 10코어 GPU 블루",APPLE,1,APPLE,5,내장,16.0,52.6,1.24,13.6,1559990,0,"그래픽작업용 , 휴대용",0,1,0,1,0,0.0,0,22.09.,42,1,0,0,1
레노버 아이디어패드 Slim5 16AKP10 83HY0044KR,레노버,1,AMD,7,내장,32.0,60.0,1.69,16.0,1849000,0,사무,0,0,1,0,0,0.0,0,25.03.,12,1,0,1,0
HP 빅터스 15-fb2025AX,HP,1,AMD,7,외장,16.0,70.0,2.29,15.6,1664980,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,24.03.,24,0,0,1,0
ASUS 비보북 S 16 M3607HA-RP024 WIN11,ASUS,1,AMD,7,내장,16.0,70.0,1.7,16.0,1178890,0,사무,0,0,1,0,0,0.0,0,25.04.,11,1,0,1,0
레노버 아이디어패드 Slim5 16AKP10 83HY005FKR 32GB램,레노버,1,AMD,5,내장,32.0,60.0,1.85,16.0,1398000,0,사무,0,0,1,0,0,0.0,0,25.07.,8,1,0,1,0
LG전자 2023 울트라PC 15UD50R-GX5RK WIN11,LG전자,0,인텔,5,내장,16.0,49.0,1.8,15.6,1040770,9,사무,0,0,1,0,1,4.6,0,24.07.,20,4,0,1,0
ASUS TUF Gaming F16 FX608JHR-RV107 WIN11,ASUS,0,인텔,5,외장,16.0,90.0,2.2,16.0,1705000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.11.,4,2,0,1,0
LG전자 2026 그램 프로16 16Z90U-KS5WK,LG전자,1,인텔,5,내장,16.0,77.0,1.19,16.0,2898890,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
ASUS ExpertBook P1 P1503CVA-S72002 32GB램,ASUS,0,인텔,5,내장,32.0,50.0,1.64,15.6,1333490,0,사무,0,0,1,0,0,0.0,0,25.12.,3,1,1,0,0
레노버 V15 Gen4 IRU 83A100HJKR WIN11 16GB램,레노버,0,인텔,5,내장,16.0,38.0,1.65,15.6,878830,1,사무,0,0,1,0,1,4.0,0,24.08.,19,4,0,1,0
삼성전자 갤럭시북6 울트라 NT960UJH-X72A,삼성전자,1,인텔,7,외장,32.0,80.2,1.89,16.0,4399000,6,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,26.01.,2,0,0,1,0
HP Nexos 14 i5 WIN11 16GB램,HP,0,인텔,5,내장,16.0,41.0,1.4,14.0,822390,1,사무,0,0,1,0,1,5.0,0,25.03.,12,4,0,1,0
레노버 씽크패드 E16 Gen2 21MA006HKDE2 WIN11 32GB램,레노버,1,인텔,7,내장,32.0,57.0,1.78,16.0,2450000,0,사무,0,0,1,0,0,0.0,0,24.12.,15,1,0,1,0
LG전자 2026 그램 프로16 16ZD95U-GX56K,LG전자,1,AMD,5,내장,16.0,77.0,1.19,16.0,2306530,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,1,0,0
ASUS ExpertBook P1 PM1503CDA-S70069 16GB램,ASUS,0,AMD,5,내장,16.0,50.0,1.8,15.6,808890,0,사무,0,0,1,0,0,0.0,0,25.08.,7,1,1,0,0
LG전자 2025 그램15 15ZD80T-GX56K WIN11,LG전자,1,AMD,5,내장,16.0,72.0,1.29,15.6,1738680,1,사무,0,0,1,0,1,5.0,0,25.04.,11,4,0,1,0
ASUS ExpertBook B1 B1503CVA-S74291 WIN11,ASUS,0,인텔,5,내장,16.0,50.0,1.64,15.6,997890,0,사무,0,0,1,0,0,0.0,0,25.12.,3,1,0,1,0
HP 15-fc1058AU WIN11 32GB램,HP,0,AMD,5,내장,32.0,41.0,1.59,15.6,1108500,0,사무,0,0,1,0,0,0.0,0,25.09.,6,1,0,1,0
HP 옴니북 5 16-ag1013AU,HP,1,AMD,7,내장,16.0,43.0,1.79,16.0,1519000,0,사무,0,0,1,0,0,0.0,0,25.04.,11,1,0,1,0
LG전자 2026 그램 프로16 16ZD95U-GX56K WIN11,LG전자,1,AMD,5,내장,16.0,77.0,1.19,16.0,2258000,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
레노버 씽크패드 E14 ILL G7 U7 AI,레노버,1,인텔,7,내장,32.0,64.0,1.32,14.0,1658000,0,사무,0,0,1,0,0,0.0,0,25.12.,3,1,1,0,0
삼성전자 갤럭시북2 NT750XED-KF51S,삼성전자,0,인텔,5,내장,16.0,54.0,1.57,15.6,1390000,0,사무,0,0,1,0,0,0.0,0,24.08.,19,1,0,1,0
HP 프로북 445 G10 9F169PT WIN11 16GB램,HP,0,AMD,5,내장,16.0,42.0,1.38,14.0,798940,0,사무,0,0,1,0,0,0.0,0,24.03.,24,1,0,1,0
ASUS ROG Flow Z13 KJP Edition GZ302EAC-RU185W,ASUS,1,AMD,9,내장,128.0,70.0,1.72,13.4,6299000,0,사무,0,0,1,0,0,0.0,0,26.02.,1,1,0,1,0
삼성전자 갤럭시북5 프로 NT960XHA-K71AR,삼성전자,1,인텔,7,내장,32.0,76.0,1.56,16.0,2598890,484,사무,0,0,1,0,1,4.9,0,25.01.,14,4,0,1,0
LG전자 울트라PC 15UD50T-GX5JK WIN11 32GB램,LG전자,0,인텔,5,내장,32.0,51.0,1.7,15.6,1289570,3,사무,0,0,1,0,1,5.0,0,24.12.,15,4,0,1,0
LG전자 2023 그램15 15ZD90RU-GX54K,LG전자,0,인텔,5,내장,16.0,80.0,1.14,15.6,1538900,3,사무,0,0,1,0,1,5.0,0,25.01.,14,3,1,0,0
LG전자 2024 그램16 16ZD90SU-GXF6K WIN11 16GB램,LG전자,1,인텔,5,내장,16.0,77.0,1.12,16.0,1711730,6,사무,0,0,1,0,1,4.8,0,25.02.,13,4,0,1,0
LG전자 그램북 15UD50U-GX5JK WIN11 16GB램,LG전자,1,인텔,5,내장,16.0,51.0,1.7,15.6,1234130,1,사무,0,0,1,0,1,5.0,0,26.01.,2,4,0,1,0
HP 오멘 MAX 16-ah0187TX,HP,1,인텔,9,외장,64.0,83.0,2.75,16.0,5540000,1,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,25.05.,10,0,0,1,0
레노버 요가 Slim 7i Ultra Aura Edition 83QK001HKR,레노버,1,인텔,7,내장,32.0,75.0,0.975,14.0,2599000,0,사무,0,0,1,0,0,0.0,0,26.03.,0,1,0,1,0
LG전자 2023 그램15 15ZD90RU-GX54K WIN11,LG전자,0,인텔,5,내장,16.0,80.0,1.14,15.6,1589140,2,사무,0,0,1,0,1,4.5,0,25.01.,14,4,0,1,0
ASUS 젠북 S 14 UX5406AA-SU212W,ASUS,1,인텔,9,내장,32.0,77.0,1.2,14.0,2920000,1,사무,0,0,1,0,1,5.0,0,26.02.,1,4,0,1,0
LG전자 2026 그램 프로16 16ZD95U-GX79K,LG전자,1,AMD,7,내장,32.0,77.0,1.19,16.0,2813100,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,1,0,0
ASUS TUF Gaming A18 FA808UP-S8017 WIN11 32GB램,ASUS,1,AMD,7,외장,32.0,90.0,2.6,18.0,2543760,5,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,25.06.,9,0,0,1,0
HP 옴니북 7 16-bh0023TU,HP,1,인텔,7,내장,32.0,70.0,1.95,16.0,2758990,0,사무,0,0,1,0,0,0.0,0,26.02.,1,1,0,1,0
LG전자 2025 그램14 14ZD90T-GX56K WIN11,LG전자,1,인텔,5,내장,16.0,72.0,1.12,14.0,1710690,9,사무,0,0,1,0,1,5.0,0,25.01.,14,4,0,1,0
LG전자 2025 그램15 15ZD80T-GX56K,LG전자,1,AMD,5,내장,16.0,72.0,1.29,15.6,1680360,1,사무,0,0,1,0,1,5.0,0,25.04.,11,4,1,0,0
LG전자 2024 그램14 14ZD90S-GX56K WIN11,LG전자,1,인텔,5,내장,16.0,72.0,1.12,14.0,1550000,30,사무,0,0,1,0,1,4.6,0,24.02.,25,4,0,1,0
ASUS Gaming V16 V3607VM-RP005,ASUS,0,인텔,5,외장,16.0,63.0,1.95,16.0,1607580,1,게임용,1,0,0,0,1,5.0,1,25.05.,10,3,1,0,0
LG전자 2026 그램 프로16 16Z90U-KU70K,LG전자,1,인텔,7,내장,32.0,77.0,1.19,16.0,3270650,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
ASUS ROG STRIX G18 G815LW-S9103 WIN11,ASUS,1,인텔,9,외장,32.0,90.0,3.42,18.0,4775000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.03.,12,0,0,1,0
LG전자 그램북 15UD50U-GX5JK WIN11,LG전자,1,인텔,5,내장,8.0,51.0,1.7,15.6,1098390,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
LG전자 2026 그램14 14Z95U-GS5CK,LG전자,1,AMD,5,내장,16.0,72.0,1.12,14.0,1868710,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
LG전자 2024 그램14 14ZD90S-GX56K,LG전자,1,인텔,5,내장,16.0,72.0,1.12,14.0,1568000,3,사무,0,0,1,0,1,5.0,0,24.02.,25,4,1,0,0
ASUS 젠북 A16 UX3607OA-SQ012W,ASUS,0,Qualcomm,5,내장,48.0,70.0,1.2,16.0,3598990,0,사무,0,0,1,0,0,0.0,0,26.03.,0,1,0,1,0
ASUS Gaming V16 V3607VM-RP005 WIN11,ASUS,0,인텔,5,외장,16.0,63.0,1.95,16.0,1476080,0,게임용,1,0,0,0,0,0.0,1,25.05.,10,2,0,1,0
LG전자 2025 그램 프로360 16T90TP-GD7BK,LG전자,1,인텔,7,내장,32.0,77.0,1.399,16.0,2849490,226,사무,0,0,1,0,1,4.9,0,25.01.,14,4,0,1,0
LG전자 울트라PC 15UD50T-GX5JK 32GB램,LG전자,0,인텔,5,내장,32.0,51.0,1.7,15.6,1253890,3,사무,0,0,1,0,1,5.0,0,24.12.,15,3,1,0,0
ASUS TUF Gaming A16 FA608PP-QT028,ASUS,0,AMD,9,외장,16.0,90.0,2.2,16.0,2100000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.05.,10,3,1,0,0
레노버 LOQ 15AHP10 R7 5060,레노버,1,AMD,7,외장,16.0,60.0,2.4,15.6,1660000,1,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,25.08.,7,5,1,0,0
ASUS TUF Gaming A16 FA608UM-QT043 WIN11,ASUS,1,AMD,7,외장,16.0,90.0,2.2,16.0,1877000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.06.,9,0,0,1,0
LG전자 2026 그램15 15ZD95U-GX56K,LG전자,1,AMD,5,내장,16.0,72.0,1.29,15.6,1900000,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,1,0,0
ASUS ROG STRIX G16 G615LP-S5180W,ASUS,1,인텔,9,외장,32.0,90.0,2.65,16.0,3147980,1,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,25.12.,3,0,0,1,0
삼성전자 갤럭시북6 프로 NT960XJG-KL72G,삼성전자,1,인텔,7,내장,32.0,78.07,1.59,16.0,3349890,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
LG전자 2024 그램16 16ZD90SU-GXF6K WIN11,LG전자,1,인텔,5,내장,8.0,77.0,1.12,16.0,1531790,0,사무,0,0,1,0,0,0.0,0,25.02.,13,1,0,1,0
레노버 LEGION 5 15AHP10 83M0000PKR,레노버,1,AMD,7,외장,24.0,80.0,1.9,15.1,2078500,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.09.,6,5,1,0,0
LG전자 2025 그램14 14ZD90T-GX56K,LG전자,1,인텔,5,내장,16.0,72.0,1.12,14.0,1698000,2,사무,0,0,1,0,1,5.0,0,25.01.,14,4,1,0,0
LG전자 2025 그램16 16ZD90T-GX56K,LG전자,1,인텔,5,내장,16.0,77.0,1.199,16.0,1804880,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,1,0,0
LG전자 2026 그램 프로16 16Z95U-GS5CK,LG전자,1,AMD,5,내장,16.0,77.0,1.19,16.0,2366140,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
LG전자 2025 그램 프로16 16Z90TR-EA5BK,LG전자,1,인텔,5,외장,32.0,90.0,1.36,16.0,3152690,1,"게임용 , 그래픽작업용 , 휴대용",1,1,0,1,1,5.0,1,25.08.,7,0,0,1,0
LG전자 2026 그램 프로16 16ZD90U-GX59K WIN11,LG전자,1,인텔,5,내장,32.0,77.0,1.23,16.0,2689890,0,사무,0,0,1,0,0,0.0,0,26.02.,1,1,0,1,0
LG전자 2026 그램 프로16 16ZD90U-GX79K WIN11,LG전자,1,인텔,7,내장,32.0,77.0,1.23,16.0,3040890,0,사무,0,0,1,0,0,0.0,0,26.02.,1,1,0,1,0
